date,IC
20250825,0.049612312954384834
20250826,0.08432984128048727
20250827,-0.0036328546347811084
20250828,0.08835441353588265
20250829,-0.19099248527968266
20250901,-0.05697544038269095
20250902,-0.021331273746378034
20250903,0.03380107329588081
20250904,0.10214197049648532
20250905,-0.03911762665067465
20250908,0.06047869659398553
20250909,0.025710523297016546
20250910,-0.046664786567973446
20250911,-0.15465830690508284
20250912,0.09833744268229169
20250915,0.09378817538832723
20250916,0.04985822240666217
20250917,-0.13568724217351646
20250918,0.030047827904982574
20250919,0.026439476470616695
20250922,0.07818932935135708
20250923,-0.005209118450814158
20250924,-0.09971283801620023
20250925,-0.002059025233629254
20250926,-0.09569902532074966
20250929,0.04159773171475875
20250930,0.026265843432537874
20251009,-0.11546142814406282
20251010,-0.2151673083519522
20251013,0.1791946725761916
20251014,-0.12322956557164783
20251015,0.07920407657000701
20251016,-0.0474159361306065
20251017,-0.010563996866769619
20251020,-0.05965811189294349
20251021,0.029816124189982703
20251022,0.10955532881008222
20251023,-0.047762021656138506
20251024,0.03725913250480547
20251027,-0.03644676972970029
20251028,-0.06335033026019758
20251029,0.0895200736245949
20251030,-0.010815217723751913
20251031,0.04079453145306126
20251103,-0.0789027633806005
20251104,-0.05265513306402958
20251105,0.0013135580461047947
20251106,0.11707042631725667
20251107,-0.16784965249042386
20251110,0.023964111856516597
20251111,0.028973528419505193
20251112,0.029991690582408442
20251113,-0.01920349134054967
20251114,0.014893545269976277
20251117,-0.1673742478028991
20251118,-0.08013197262512942
20251119,0.14357111851458376
20251120,-0.016734146336686462
20251121,0.059090628236521454
20251124,0.015183390044430709
20251125,-0.09553125779411015
20251126,-0.012326280715722652
20251127,0.012510525182710168
20251128,-0.03481174047362143
20251201,0.04439088606321768
20251202,0.06948309736908807
20251203,0.07221989635078234
20251204,-0.10038879552489866
20251205,-0.03537193757933569
20251208,0.06447298733988785
20251209,-0.04183594309427654
20251210,-0.028874876384594208
20251211,0.003403568772495642
20251212,0.06669319100363728
20251215,-0.08133796379605827
20251216,0.08114765669978154
20251217,-0.12092327090942331
20251218,0.11974702054732535
20251219,0.024462053289115316
20251222,-0.10849065054067436
20251223,0.05398632359657008
20251224,-0.12939226916889568
20251225,-0.048356482172863056
20251226,0.09568350970798717
20251229,0.03704544554805757
20251230,0.03018312408027657
20251231,-0.08494314970336994
20260105,-0.031135061661660572
20260106,0.21081641397875836
20260107,-0.0040578018702796
20260108,0.00904662355758534
20260109,-0.01892357404332418
20260112,0.18399129299157543
20260113,-0.023497965462741632
20260114,0.045114519188425066
20260115,-0.21798352242735944
20260116,0.027575185441764738
20260119,-0.10810997692164417
20260120,0.0538135141690686
20260121,0.04589735749684236
20260122,-0.08517467474919042
20260123,0.167631324355694
20260126,-0.06951298262211827
20260127,0.06241294416091803
20260128,-0.009668685982872119
20260129,-0.11001570090242672
20260130,0.027294689520766042
20260202,-0.0071607501871801035
20260203,0.06372613473482432
20260204,0.04679359688478856
20260205,0.12362801100338826
20260206,-0.10394566938787923
20260209,0.02564071670837795
20260210,0.14262611955674487
20260211,-0.15619554928957655
20260212,0.0008145546438323631
20260213,0.1232000142699178
20260224,-0.2030580507335281
20260225,0.05233980713814004
20260226,0.021223567890077965
20260227,-0.0894510249240031
20260302,0.07735447491240195
20260303,0.12472986909002262
20260304,-0.0888718721555557
20260305,-0.0054063808905140225
20260306,-0.1123299837843936
20260309,0.013454983262373453
20260310,0.15353390572176126
20260311,-0.059964188336570946
20260312,-0.05813431467889556
