stock_code,stock_name,rank_today,new_price,change_rate,volume_ratio,turnover_rate,deal_amount,rank_yesterday,rank_change,date,ret_T1,ret_T3,ret_T5,ret_T10,ret_T20,rc_bin,cr_bin,month
300848,美瑞新材,439,,,,,,4504,4065,2025-04-27,,,,,,Q3,,2025-04
920396,常辅股份,618,,,,,,4563,3945,2025-04-27,,,,,,Q3,,2025-04
920576,天力复合,1343,,,,,,4818,3475,2025-04-27,,,,,,Q2,,2025-04
300211,*ST亿通,640,,,,,,3909,3269,2025-04-27,,,,,,Q2,,2025-04
920781,瑞奇智造,1759,,,,,,4978,3219,2025-04-27,,,,,,Q2,,2025-04
688551,科威尔,2012,,,,,,5157,3145,2025-04-27,,,,,,Q2,,2025-04
688328,深科达,686,,,,,,3773,3087,2025-04-27,,,,,,Q2,,2025-04
688136,科兴制药,455,,,,,,3528,3073,2025-04-27,,,,,,Q2,,2025-04
000825,太钢不锈,42,,,,,,3054,3012,2025-04-27,,,,,,Q2,,2025-04
300172,中电环保,956,,,,,,3937,2981,2025-04-27,,,,,,Q2,,2025-04
688501,青达环保,202,,,,,,3131,2929,2025-04-27,,,,,,Q2,,2025-04
301522,上大股份,1195,,,,,,4110,2915,2025-04-27,,,,,,Q2,,2025-04
300338,ST开元,1004,,,,,,3878,2874,2025-04-27,,,,,,Q2,,2025-04
600655,豫园股份,880,,,,,,3719,2839,2025-04-27,,,,,,Q2,,2025-04
920689,克莱特,1324,,,,,,4128,2804,2025-04-27,,,,,,Q2,,2025-04
300712,永福股份,2068,,,,,,4862,2794,2025-04-27,,,,,,Q2,,2025-04
001208,华菱线缆,419,,,,,,3206,2787,2025-04-27,,,,,,Q2,,2025-04
688565,力源科技,1518,,,,,,4290,2772,2025-04-27,,,,,,Q2,,2025-04
688655,迅捷兴,507,,,,,,5250,4743,2025-04-28,1.6381236038719438,16.753536857781093,24.86969471332836,41.47431124348473,57.25986597170516,Q4(大),,2025-04
688398,赛特新材,818,,,,,,5368,4550,2025-04-28,1.2711864406779627,5.084745762711873,7.062146892655363,16.52542372881356,29.590395480225993,Q4(大),,2025-04
688147,微导纳米,251,,,,,,4614,4363,2025-04-28,11.777301927194861,13.383297644539628,10.635260528194145,4.175588865096369,4.139900071377589,Q4(大),,2025-04
300834,星辉环材,485,,,,,,4832,4347,2025-04-28,-1.421800947867291,-3.9810426540284216,-3.9810426540284216,-1.421800947867291,1.1374407582938506,Q4(大),,2025-04
301121,紫建电子,544,,,,,,4620,4076,2025-04-28,-10.154775386938475,-2.5858814647036654,-2.0573801434503713,-3.6687420251804825,-6.763403525195278,Q3,,2025-04
920146,华阳变速,957,,,,,,4987,4030,2025-04-28,6.257242178447275,9.50173812282733,18.771726535341806,13.904982618771712,16.33835457705677,Q3,,2025-04
600676,交运股份,681,,,,,,4654,3973,2025-04-28,-4.038004750593826,0.23752969121140222,2.6128266033254244,2.13776722090262,14.48931116389549,Q3,,2025-04
920075,柏星龙,1213,,,,,,5166,3953,2025-04-28,-4.34782608695653,2.1394064872325647,7.0393374741200665,5.693581780538315,19.940047207080823,Q3,,2025-04
300032,金龙机电,801,,,,,,4579,3778,2025-04-28,6.1224489795918435,17.091836734693878,51.020408163265294,40.3061224489796,30.86734693877551,Q2,,2025-04
601686,友发集团,82,,,,,,3830,3748,2025-04-28,4.324324324324325,7.027027027027022,5.045045045045038,4.684684684684681,3.9639639639639457,Q2,,2025-04
301387,光大同创,1149,,,,,,4870,3721,2025-04-28,4.7337278106508895,26.128931796947995,25.474929928371193,20.585487387106795,15.97633136094676,Q2,,2025-04
002587,奥拓电子,235,,,,,,3856,3621,2025-04-28,10.097087378640746,13.980582524271835,15.922330097087368,15.145631067961162,18.834951456310666,Q2,,2025-04
601003,柳钢股份,1255,,,,,,4867,3612,2025-04-28,10.101010101010077,13.131313131313105,14.14141414141412,17.84511784511782,18.51851851851849,Q2,,2025-04
688083,中望软件,1173,,,,,,4778,3605,2025-04-28,1.0297239915074474,1.5923566878981,1.1889596602972174,1.220806794055207,0.07430997876858303,Q2,,2025-04
688488,艾迪药业,1162,,,,,,4743,3581,2025-04-28,3.4608378870673917,8.834244080145703,8.378870673952644,3.73406193078325,12.659380692167566,Q2,,2025-04
603378,亚士创能,1138,,,,,,4704,3566,2025-04-28,-0.340136054421758,7.823129251700678,12.074829931972797,6.632653061224492,7.14285714285714,Q2,,2025-04
603655,朗博科技,1207,,,,,,4769,3562,2025-04-28,-0.8994276369582943,0.20441537203599314,1.4717906786590351,-0.6950122649223234,6.663941128372852,Q2,,2025-04
301110,青木科技,401,,,,,,3961,3560,2025-04-28,-5.527434703381251,-0.4251872848754834,-0.5669163798339594,4.170884794492813,-2.5511237092528782,Q2,,2025-04
688113,联测科技,487,,,,,,4004,3517,2025-04-28,2.050624799743672,9.163729573854518,10.765780198654262,8.330663248958658,10.445370073694328,Q2,,2025-04
300736,百邦科技,963,,,,,,4443,3480,2025-04-28,4.357798165137594,8.715596330275233,12.614678899082566,9.633027522935777,13.990825688073372,Q2,,2025-04
688173,希荻微,399,,,,,,5019,4620,2025-04-29,1.5612802498048417,1.2490241998438734,-1.5612802498048528,-4.6838407494145144,2.3419203747072626,Q4(大),,2025-04
301151,冠龙节能,535,,,,,,5008,4473,2025-04-29,-2.8607755880483254,1.9071837253655355,-0.190718372536558,2.4157660521296753,4.512721080440807,Q4(大),,2025-04
688230,芯导科技,885,,,,,,5330,4445,2025-04-29,2.094843462246798,2.186924493554332,0.9898710865561711,2.3941068139963217,13.055121626161025,Q4(大),,2025-04
603030,全筑股份,49,,,,,,4453,4404,2025-04-29,10.000000000000032,32.91666666666666,16.666666666666675,9.166666666666679,18.75,Q4(大),,2025-04
688593,新相微,369,,,,,,4697,4328,2025-04-29,2.6519337016574385,1.933701657458542,-3.5359116022099513,-8.287292817679559,-13.646408839779012,Q4(大),,2025-04
688280,精进电动-UW,105,,,,,,4306,4201,2025-04-29,19.931271477663227,72.85223367697596,37.11340206185567,33.8487972508591,26.116838487972505,Q3,,2025-04
002513,蓝丰生化,74,,,,,,4274,4200,2025-04-29,-3.386004514672669,5.643340857787815,6.094808126410856,8.577878103837477,9.932279909706555,Q3,,2025-04
688282,理工导航,1000,,,,,,5080,4080,2025-04-29,-5.7938965059708085,-2.631578947368418,4.046881910659006,-3.604599734630687,-9.818664307828396,Q3,,2025-04
301372,科净源,207,,,,,,4146,3939,2025-04-29,2.7397260273972712,9.589041095890405,12.10958904109589,12.986301369863028,24.767123287671232,Q3,,2025-04
300911,亿田智能,129,,,,,,4066,3937,2025-04-29,10.609729253797063,18.864186660796832,14.021571648690268,16.002641426370246,4.182258419546558,Q3,,2025-04
603639,海利尔,475,,,,,,4404,3929,2025-04-29,2.5396825396825307,3.888888888888875,5.000000000000004,6.0317460317460325,12.53968253968254,Q3,,2025-04
600638,新黄浦,288,,,,,,4176,3888,2025-04-29,3.9447731755424043,5.719921104536496,5.522682445759375,4.339250493096669,6.114398422090739,Q3,,2025-04
603916,苏博特,470,,,,,,4287,3817,2025-04-29,3.0303030303030276,3.661616161616177,4.040404040404044,13.762626262626277,10.984848484848463,Q2,,2025-04
603608,天创时尚,719,,,,,,4535,3816,2025-04-29,0.0,-3.4068136272545124,-7.8156312625250575,-2.8056112224449037,5.811623246492981,Q2,,2025-04
002694,顾地科技,1110,,,,,,4924,3814,2025-04-29,-1.6470588235294237,3.0588235294117583,4.470588235294137,7.529411764705896,5.647058823529427,Q2,,2025-04
920810,春光智能,564,,,,,,4345,3781,2025-04-29,29.97542997542999,29.729729729729737,55.03685503685502,40.049140049140064,38.8820638820639,Q2,,2025-04
920195,三祥科技,343,,,,,,4095,3752,2025-04-29,5.517668939863607,7.749535027898302,5.393676379417234,12.585244885306901,5.14569125852451,Q2,,2025-04
603097,江苏华辰,1002,,,,,,4710,3708,2025-04-29,0.6029684601113416,2.4582560296846134,2.1799628942486216,4.591836734693877,6.586270871985156,Q2,,2025-04
301356,天振股份,1075,,,,,,4725,3650,2025-04-29,0.4572175048987548,15.87197909862834,7.903331156107107,10.254735467015008,12.018288700195946,Q2,,2025-04
688379,华光新材,1021,,,,,,4603,3582,2025-04-29,3.349282296650724,16.267942583732054,12.998405103668276,16.945773524720884,13.755980861244034,Q2,,2025-04
920199,倍益康,180,,,,,,5288,5108,2025-04-30,13.94313120931825,8.70161014045905,1.7814319972593529,0.34258307639600805,-1.0620075368277027,Q4(大),,2025-04
688205,德科立,391,,,,,,5045,4654,2025-04-30,7.3534338358458795,13.919597989949729,11.088777219430446,3.8860971524288024,16.84816710581698,Q4(大),,2025-04
920876,慧为智能,793,,,,,,5290,4497,2025-04-30,29.999999999999982,38.9285714285714,45.357142857142854,33.42857142857141,12.535714285714272,Q4(大),,2025-04
605151,西上海,100,,,,,,4358,4258,2025-04-30,-0.39727582292847785,-1.2485811577752748,-1.13507377979567,-0.11350737797958255,5.5618615209988675,Q4(大),,2025-04
920510,丰光精密,218,,,,,,4463,4245,2025-04-30,2.2068368671570804,8.610990913024663,12.332323669407174,9.909130246646459,0.5192557334487091,Q4(大),,2025-04
688590,新致软件,381,,,,,,4597,4216,2025-04-30,0.75488454706929,-1.4209591474245165,-3.818827708703376,-7.504440497335696,-7.992895204262862,Q4(大),,2025-04
002189,中光学,64,,,,,,4119,4055,2025-04-30,3.4787123572170175,3.374870197300095,4.101765316718575,3.842159916926269,4.361370716510904,Q3,,2025-04
002937,兴瑞科技,313,,,,,,4326,4013,2025-04-30,3.170028818443771,8.99135446685877,5.590778097982696,0.9798270893371708,-4.12391930835736,Q3,,2025-04
688655,迅捷兴,746,,,,,,4672,3926,2025-04-30,4.533333333333323,11.799999999999988,14.866666666666672,34.60000000000001,40.66666666666667,Q3,,2025-04
603616,韩建河山,96,,,,,,3993,3897,2025-04-30,1.4245014245014342,7.407407407407418,9.686609686609703,11.396011396011406,16.80911680911681,Q3,,2025-04
301326,捷邦科技,1240,,,,,,5097,3857,2025-04-30,3.6797274275979452,2.8620102214650833,2.9812606473594627,2.555366269165238,11.584327086882439,Q3,,2025-04
002034,旺能环境,120,,,,,,3939,3819,2025-04-30,1.0101010101010166,-0.33670033670033517,0.33670033670032407,-0.2805836139169515,-1.2345679012345623,Q2,,2025-04
688290,景业智能,1472,,,,,,5232,3760,2025-04-30,4.74562638246534,9.109189623969428,11.461894228835723,3.860848582344656,9.8733159058918,Q2,,2025-04
603310,巍华新材,924,,,,,,4617,3693,2025-04-30,0.11135857461026522,3.3964365256125006,6.124721603563477,2.2271714922049046,7.962138084632531,Q2,,2025-04
300904,威力传动,602,,,,,,4287,3685,2025-04-30,6.564939673527337,6.564939673527337,9.58126330731015,11.603974449964504,-3.8325053229240513,Q2,,2025-04
688505,复旦张江,1658,,,,,,5331,3673,2025-04-30,0.8939974457215838,2.043422733077893,0.5108556832694733,1.532567049808442,11.111111111111116,Q2,,2025-04
688787,海天瑞声,529,,,,,,4158,3629,2025-04-30,1.1454285129883557,0.0,-1.9738187768459925,-5.553282879934551,-6.279402740846796,Q2,,2025-04
688678,福立旺,578,,,,,,4096,3518,2025-04-30,6.142391810144265,7.9571893904141655,7.491856677524433,-0.9306654257794089,-13.999888520561377,Q2,,2025-04
688687,凯因科技,1431,,,,,,4949,3518,2025-04-30,1.4280345734686284,3.870725291243904,-3.3070274332957506,-0.9394964299135555,6.8771138669673215,Q2,,2025-04
605336,帅丰电器,1233,,,,,,4717,3484,2025-04-30,1.58311345646438,7.282321899736144,7.9155672823219,8.179419525065978,10.659630606860148,Q2,,2025-04
688585,上纬新材,394,,,,,,5396,5002,2025-05-01,,,,,,Q4(大),,2025-05
688087,英科再生,510,,,,,,4041,3531,2025-05-01,,,,,,Q2,,2025-05
920077,吉林碳谷,1426,,,,,,4402,2976,2025-05-01,,,,,,Q2,,2025-05
688125,安达智能,1689,,,,,,4300,2611,2025-05-01,,,,,,Q2,,2025-05
600885,宏发股份,833,,,,,,3412,2579,2025-05-01,,,,,,Q1(小),,2025-05
300158,振东制药,1674,,,,,,4124,2450,2025-05-01,,,,,,Q1(小),,2025-05
300110,华仁药业,2044,,,,,,4473,2429,2025-05-01,,,,,,Q1(小),,2025-05
002064,华峰化学,1091,,,,,,3461,2370,2025-05-01,,,,,,Q1(小),,2025-05
300617,安靠智电,2542,,,,,,4652,2110,2025-05-01,,,,,,Q1(小),,2025-05
920152,昆工科技,2723,,,,,,4833,2110,2025-05-01,,,,,,Q1(小),,2025-05
000928,中钢国际,1340,,,,,,3226,1886,2025-05-01,,,,,,Q1(小),,2025-05
600655,豫园股份,2333,,,,,,4211,1878,2025-05-01,,,,,,Q1(小),,2025-05
002327,富安娜,1960,,,,,,3694,1734,2025-05-01,,,,,,Q1(小),,2025-05
601128,常熟银行,457,,,,,,2107,1650,2025-05-01,,,,,,Q1(小),,2025-05
688636,智明达,3232,,,,,,4866,1634,2025-05-01,,,,,,Q1(小),,2025-05
600177,雅戈尔,919,,,,,,2479,1560,2025-05-01,,,,,,Q1(小),,2025-05
301193,家联科技,2532,,,,,,4091,1559,2025-05-01,,,,,,Q1(小),,2025-05
002032,苏泊尔,2165,,,,,,3618,1453,2025-05-01,,,,,,Q1(小),,2025-05
600566,济川药业,1525,,,,,,2971,1446,2025-05-01,,,,,,Q1(小),,2025-05
300735,光弘科技,239,,,,,,1663,1424,2025-05-01,,,,,,Q1(小),,2025-05
301046,能辉科技,1209,,,,,,4963,3754,2025-05-02,,,,,,Q2,,2025-05
301179,泽宇智能,1035,,,,,,4563,3528,2025-05-02,,,,,,Q2,,2025-05
920263,中航泰达,1034,,,,,,4124,3090,2025-05-02,,,,,,Q2,,2025-05
688628,优利德,2309,,,,,,5358,3049,2025-05-02,,,,,,Q2,,2025-05
301175,中科环保,1296,,,,,,3931,2635,2025-05-02,,,,,,Q2,,2025-05
688283,坤恒顺维,3049,,,,,,5406,2357,2025-05-02,,,,,,Q1(小),,2025-05
920790,联迪信息,2236,,,,,,4557,2321,2025-05-02,,,,,,Q1(小),,2025-05
688285,高铁电气,2795,,,,,,5113,2318,2025-05-02,,,,,,Q1(小),,2025-05
301265,华新环保,1637,,,,,,3852,2215,2025-05-02,,,,,,Q1(小),,2025-05
688050,爱博医疗,2071,,,,,,4248,2177,2025-05-02,,,,,,Q1(小),,2025-05
300713,英可瑞,1685,,,,,,3805,2120,2025-05-02,,,,,,Q1(小),,2025-05
000708,中信特钢,1026,,,,,,3087,2061,2025-05-02,,,,,,Q1(小),,2025-05
688095,福昕软件,1932,,,,,,3935,2003,2025-05-02,,,,,,Q1(小),,2025-05
600425,青松建化,530,,,,,,2493,1963,2025-05-02,,,,,,Q1(小),,2025-05
600997,开滦股份,1940,,,,,,3818,1878,2025-05-02,,,,,,Q1(小),,2025-05
688372,伟测科技,925,,,,,,2714,1789,2025-05-02,,,,,,Q1(小),,2025-05
000014,沙河股份,2643,,,,,,4312,1669,2025-05-02,,,,,,Q1(小),,2025-05
601021,春秋航空,1408,,,,,,3010,1602,2025-05-02,,,,,,Q1(小),,2025-05
600962,国投中鲁,1572,,,,,,3144,1572,2025-05-02,,,,,,Q1(小),,2025-05
300029,*ST天龙,3222,,,,,,4793,1571,2025-05-02,,,,,,Q1(小),,2025-05
300617,安靠智电,908,,,,,,4133,3225,2025-05-03,,,,,,Q2,,2025-05
688275,万润新能,2609,,,,,,5162,2553,2025-05-03,,,,,,Q1(小),,2025-05
688428,诺诚健华-U,3,,,,,,2306,2303,2025-05-03,,,,,,Q1(小),,2025-05
300833,浩洋股份,2784,,,,,,4886,2102,2025-05-03,,,,,,Q1(小),,2025-05
688507,索辰科技,2798,,,,,,4874,2076,2025-05-03,,,,,,Q1(小),,2025-05
300603,立昂技术,291,,,,,,2346,2055,2025-05-03,,,,,,Q1(小),,2025-05
301170,锡南科技,2733,,,,,,4459,1726,2025-05-03,,,,,,Q1(小),,2025-05
002883,中设股份,2949,,,,,,4612,1663,2025-05-03,,,,,,Q1(小),,2025-05
000069,华侨城Ａ,1725,,,,,,3310,1585,2025-05-03,,,,,,Q1(小),,2025-05
301469,恒达新材,3532,,,,,,5086,1554,2025-05-03,,,,,,Q1(小),,2025-05
002959,小熊电器,1695,,,,,,3239,1544,2025-05-03,,,,,,Q1(小),,2025-05
688609,九联科技,225,,,,,,1758,1533,2025-05-03,,,,,,Q1(小),,2025-05
002832,比音勒芬,296,,,,,,1784,1488,2025-05-03,,,,,,Q1(小),,2025-05
002208,合肥城建,2120,,,,,,3490,1370,2025-05-03,,,,,,Q1(小),,2025-05
301662,宏工科技,1439,,,,,,2788,1349,2025-05-03,,,,,,Q1(小),,2025-05
002303,美盈森,488,,,,,,1759,1271,2025-05-03,,,,,,Q1(小),,2025-05
688426,康为世纪,3123,,,,,,4372,1249,2025-05-03,,,,,,Q1(小),,2025-05
603706,东方环宇,2308,,,,,,3532,1224,2025-05-03,,,,,,Q1(小),,2025-05
300592,华凯易佰,3026,,,,,,4241,1215,2025-05-03,,,,,,Q1(小),,2025-05
603871,嘉友国际,2056,,,,,,3261,1205,2025-05-03,,,,,,Q1(小),,2025-05
688070,纵横股份,586,,,,,,5021,4435,2025-05-04,,,,,,Q4(大),,2025-05
688068,热景生物,878,,,,,,4427,3549,2025-05-04,,,,,,Q2,,2025-05
688550,瑞联新材,429,,,,,,3808,3379,2025-05-04,,,,,,Q2,,2025-05
920839,万通液压,1051,,,,,,4392,3341,2025-05-04,,,,,,Q2,,2025-05
605338,巴比食品,240,,,,,,3203,2963,2025-05-04,,,,,,Q2,,2025-05
002925,盈趣科技,133,,,,,,2870,2737,2025-05-04,,,,,,Q2,,2025-05
001965,招商公路,509,,,,,,3244,2735,2025-05-04,,,,,,Q2,,2025-05
300998,宁波方正,540,,,,,,3242,2702,2025-05-04,,,,,,Q2,,2025-05
300037,新宙邦,66,,,,,,2744,2678,2025-05-04,,,,,,Q2,,2025-05
688253,英诺特,2489,,,,,,5117,2628,2025-05-04,,,,,,Q2,,2025-05
000411,英特集团,1167,,,,,,3698,2531,2025-05-04,,,,,,Q1(小),,2025-05
300705,九典制药,848,,,,,,3372,2524,2025-05-04,,,,,,Q1(小),,2025-05
603658,安图生物,1198,,,,,,3655,2457,2025-05-04,,,,,,Q1(小),,2025-05
301580,爱迪特,1362,,,,,,3759,2397,2025-05-04,,,,,,Q1(小),,2025-05
002534,西子洁能,1725,,,,,,4110,2385,2025-05-04,,,,,,Q1(小),,2025-05
300525,博思软件,201,,,,,,2543,2342,2025-05-04,,,,,,Q1(小),,2025-05
300582,英飞特,2337,,,,,,4558,2221,2025-05-04,,,,,,Q1(小),,2025-05
002976,瑞玛精密,451,,,,,,2661,2210,2025-05-04,,,,,,Q1(小),,2025-05
300811,铂科新材,1105,,,,,,3291,2186,2025-05-04,,,,,,Q1(小),,2025-05
300733,西菱动力,653,,,,,,2819,2166,2025-05-04,,,,,,Q1(小),,2025-05
688409,富创精密,280,,,,,,4717,4437,2025-05-05,,,,,,Q4(大),,2025-05
688788,科思科技,517,,,,,,4663,4146,2025-05-05,,,,,,Q3,,2025-05
605289,罗曼股份,295,,,,,,4398,4103,2025-05-05,,,,,,Q3,,2025-05
300615,欣天科技,737,,,,,,4581,3844,2025-05-05,,,,,,Q3,,2025-05
601096,宏盛华源,268,,,,,,3958,3690,2025-05-05,,,,,,Q2,,2025-05
688717,艾罗能源,1811,,,,,,5177,3366,2025-05-05,,,,,,Q2,,2025-05
000567,海德股份,248,,,,,,3587,3339,2025-05-05,,,,,,Q2,,2025-05
301055,张小泉,639,,,,,,3733,3094,2025-05-05,,,,,,Q2,,2025-05
300230,永利股份,473,,,,,,3556,3083,2025-05-05,,,,,,Q2,,2025-05
688051,佳华科技,2093,,,,,,5119,3026,2025-05-05,,,,,,Q2,,2025-05
002128,电投能源,20,,,,,,3030,3010,2025-05-05,,,,,,Q2,,2025-05
920790,联迪信息,1580,,,,,,4585,3005,2025-05-05,,,,,,Q2,,2025-05
002560,通达股份,222,,,,,,3180,2958,2025-05-05,,,,,,Q2,,2025-05
603120,肯特催化,45,,,,,,2737,2692,2025-05-05,,,,,,Q2,,2025-05
002053,云南能投,1059,,,,,,3734,2675,2025-05-05,,,,,,Q2,,2025-05
301180,万祥科技,1218,,,,,,3862,2644,2025-05-05,,,,,,Q2,,2025-05
002606,大连电瓷,1058,,,,,,3689,2631,2025-05-05,,,,,,Q2,,2025-05
301265,华新环保,1733,,,,,,4113,2380,2025-05-05,,,,,,Q1(小),,2025-05
301039,中集车辆,876,,,,,,3179,2303,2025-05-05,,,,,,Q1(小),,2025-05
300001,特锐德,215,,,,,,2453,2238,2025-05-05,,,,,,Q1(小),,2025-05
688077,大地熊,92,,,,,,5225,5133,2025-05-06,-4.517843583902826,-4.783599088838287,-5.998481397114642,2.6955201214882374,1.556567957479138,Q4(大),,2025-05
002790,瑞尔特,123,,,,,,4853,4730,2025-05-06,-1.3568521031207759,-2.4423337856173677,-1.2211668928086894,0.8141112618724522,0.0,Q4(大),,2025-05
688719,爱科赛博,724,,,,,,5388,4664,2025-05-06,-3.3379215416379893,-4.9552649690295825,-1.2732278045423095,15.519614590502417,11.734342739160365,Q4(大),,2025-05
605288,凯迪股份,110,,,,,,4668,4558,2025-05-06,9.817087288724258,9.608705718916433,13.799490622829369,21.27807362815468,21.555915721231766,Q4(大),,2025-05
920751,惠同新材,427,,,,,,4946,4519,2025-05-06,-4.454454454454448,-7.507507507507494,-9.8098098098098,-4.654654654654655,-10.56056056056055,Q4(大),,2025-05
002462,嘉事堂,100,,,,,,4575,4475,2025-05-06,9.977151561309983,1.2185833968012094,0.38080731150038627,0.6092916984006047,4.036557501904037,Q4(大),,2025-05
300884,狄耐克,55,,,,,,4392,4337,2025-05-06,20.01640689089421,8.203445447087777,10.090237899917964,5.004101722723564,1.3945857260049266,Q4(大),,2025-05
002482,广田集团,117,,,,,,4382,4265,2025-05-06,-0.5319148936170137,-1.0638297872340274,-2.659574468085102,0.5319148936170137,-2.659574468085102,Q4(大),,2025-05
920061,西磁科技,485,,,,,,4656,4171,2025-05-06,-3.970475948078389,-3.7923135657928375,-5.955713922117578,-0.7635530669381607,-4.0722830236701535,Q3,,2025-05
301268,铭利达,771,,,,,,4942,4171,2025-05-06,-0.6806579693703796,-1.3613159387407703,0.8508224617129967,-0.9642654566080489,-6.466250709018717,Q3,,2025-05
688335,复洁科技,754,,,,,,4864,4110,2025-05-06,1.475694444444442,2.34375,1.3020833333333481,8.59375,14.375039619149078,Q3,,2025-05
688106,金宏气体,1165,,,,,,5258,4093,2025-05-06,-2.5316455696202667,1.2658227848101111,-1.4309301045679845,3.330943882899162,2.777484087061466,Q3,,2025-05
301337,亚华电子,208,,,,,,4299,4091,2025-05-06,-3.1509121061359835,0.995024875621886,-2.3880597014925287,-1.2603648424543867,-4.510779436152568,Q3,,2025-05
688611,杭州柯林,1267,,,,,,5297,4030,2025-05-06,3.301600162041707,-1.9647559246505963,0.6684221186955774,-6.761210884226621,-13.254321427414272,Q3,,2025-05
300049,福瑞医科,1175,,,,,,5167,3992,2025-05-06,-0.46396535725331534,-2.8765852149706173,-3.0621713578719456,-6.186204763377667,8.506031549644288,Q3,,2025-05
688184,ST帕瓦,1088,,,,,,5045,3957,2025-05-06,-0.3386004514672636,1.8058690744920947,-0.22573363431150906,5.0790067720090315,8.12641083521446,Q3,,2025-05
300128,锦富技术,271,,,,,,4221,3950,2025-05-06,0.8849557522123908,-1.2389380530973493,-3.8938053097345215,-3.539823008849563,-4.778761061946913,Q3,,2025-05
920184,国源科技,889,,,,,,4765,3876,2025-05-06,-1.6711229946524075,-0.4679144385026923,-1.3368983957219416,4.144385026737973,-3.208556149732622,Q3,,2025-05
301113,雅艺科技,1074,,,,,,4921,3847,2025-05-06,-2.4703557312253044,-2.8656126482213495,-1.9268774703557257,1.1857707509881577,2.717391304347827,Q3,,2025-05
920396,常辅股份,739,,,,,,4582,3843,2025-05-06,-2.6467903863705455,-3.163979312442955,-0.4259202920596228,37.480985701247334,38.36324916337084,Q3,,2025-05
002826,易明医药,76,,,,,,4995,4919,2025-05-07,-3.9629005059021782,-0.2529510961214121,-2.1922428330522714,-1.7706576728499068,100.08431703204046,Q4(大),,2025-05
001322,箭牌家居,74,,,,,,4909,4835,2025-05-07,-3.374578177727794,-3.4870641169853944,-3.4870641169853944,-2.8121484814398134,-3.1522814034210644,Q4(大),,2025-05
688011,新光光电,361,,,,,,5195,4834,2025-05-07,3.006012024048088,2.2044088176352616,-0.25050100200401104,-7.515030060120242,2.254509018036077,Q4(大),,2025-05
002963,豪尔赛,86,,,,,,4698,4612,2025-05-07,10.039840637450204,-7.25099601593625,-8.207171314741046,-4.860557768924323,-3.1561057357870403,Q4(大),,2025-05
688302,海创药业-U,568,,,,,,5172,4604,2025-05-07,2.3738872403560762,4.291257703720608,7.053184204519503,21.775850262497155,7.053184204519503,Q4(大),,2025-05
688366,昊海生科,819,,,,,,5334,4515,2025-05-07,-1.7114914425427896,-3.7991348504795908,-3.8931728418280964,-1.1848786909911646,-2.0688358096671022,Q4(大),,2025-05
603757,大元泵业,83,,,,,,4576,4493,2025-05-07,0.9333899024183356,-2.4183283835383707,-1.0606703436571774,3.9881204921510482,-4.369961815867629,Q4(大),,2025-05
300564,筑博设计,808,,,,,,5268,4460,2025-05-07,-2.470059880239517,-0.37425149700598404,-2.844311377245512,7.18562874251496,6.661676646706582,Q4(大),,2025-05
300095,华伍股份,36,,,,,,4476,4440,2025-05-07,19.95073891625616,31.650246305418726,12.068965517241391,3.9408866995074066,3.9452703982268744,Q4(大),,2025-05
688375,国博电子,816,,,,,,5227,4411,2025-05-07,3.5850773430391225,13.648771610555045,3.566878980891719,1.0373066424021804,1.9290263876251101,Q4(大),,2025-05
688510,航亚科技,699,,,,,,5043,4344,2025-05-07,1.596292481977346,1.287332646755912,-5.046343975283218,-8.444902162718847,7.466529351184348,Q4(大),,2025-05
920642,通易航天,96,,,,,,4391,4295,2025-05-07,18.237391747325525,7.692307692307687,-1.9358125318390318,-4.5338767193071945,-5.960264900662249,Q4(大),,2025-05
301586,佳力奇,395,,,,,,4612,4217,2025-05-07,9.460516028146992,7.505863956215797,2.3260359655981278,-2.0719311962470566,-1.4464425332290753,Q4(大),,2025-05
688552,航天南湖,372,,,,,,4588,4216,2025-05-07,20.015637216575442,60.00781860828774,52.46286161063332,28.57701329163409,34.83189992181393,Q4(大),,2025-05
300629,新劲刚,341,,,,,,4516,4175,2025-05-07,7.080554130323269,17.03437660338636,8.209338122113907,2.3088763468445572,8.769185662977375,Q3,,2025-05
688543,国科军工,172,,,,,,4322,4150,2025-05-07,5.4887611082069965,8.834291688447449,0.29621885345878507,-3.8159958180867704,-4.537943763592855,Q3,,2025-05
688585,上纬新材,1249,,,,,,5372,4123,2025-05-07,-2.9161603888213983,-5.710814094775218,-6.804374240583233,-9.477521263669509,-9.592846006687218,Q3,,2025-05
002722,物产金轮,65,,,,,,4105,4040,2025-05-07,-2.403542061986097,-5.629348513598997,-0.06325110689436864,-1.9607843137255054,1.9607843137254832,Q3,,2025-05
688636,智明达,1066,,,,,,5093,4027,2025-05-07,0.24763619990992858,3.5344439441692854,-3.7370553804592643,-6.731202161188654,-1.9101519892165686,Q3,,2025-05
920006,晟楠科技,169,,,,,,4188,4019,2025-05-07,5.906674542232726,6.34967513290019,-0.20673360897812687,-0.9155345540460713,1.1518015357353972,Q3,,2025-05
688448,磁谷科技,92,,,,,,5345,5253,2025-05-08,4.146919431279605,13.092417061611394,-1.4810426540284194,-8.471563981042651,-13.477488151658745,Q4(大),,2025-05
688556,高测股份,109,,,,,,5020,4911,2025-05-08,-4.100652376514469,-2.5163094128611174,-5.778191985088532,-6.150978564771659,-11.649580615097854,Q4(大),,2025-05
