stock_code,stock_name,rank_today,new_price,change_rate,volume_ratio,turnover_rate,deal_amount,rank_yesterday,rank_change,date,ret_T1,ret_T3,ret_T5,ret_T10,ret_T20,rc_bin,cr_bin,month
688586,江航装备,958,,,,,,5127,4169,2025-03-16,,,,,,Q3,,2025-03
300943,春晖智控,1447,,,,,,4953,3506,2025-03-16,,,,,,Q2,,2025-03
001914,招商积余,348,,,,,,3618,3270,2025-03-16,,,,,,Q2,,2025-03
301613,新铝时代,1194,,,,,,4436,3242,2025-03-16,,,,,,Q2,,2025-03
603776,永安行,144,,,,,,2905,2761,2025-03-16,,,,,,Q2,,2025-03
002895,川恒股份,717,,,,,,3260,2543,2025-03-16,,,,,,Q1(小),,2025-03
002208,合肥城建,509,,,,,,2906,2397,2025-03-16,,,,,,Q1(小),,2025-03
601969,海南矿业,461,,,,,,2857,2396,2025-03-16,,,,,,Q1(小),,2025-03
600095,湘财股份,11,,,,,,2322,2311,2025-03-16,,,,,,Q1(小),,2025-03
000061,农产品,1800,,,,,,4089,2289,2025-03-16,,,,,,Q1(小),,2025-03
002653,海思科,1802,,,,,,4057,2255,2025-03-16,,,,,,Q1(小),,2025-03
301309,万得凯,2419,,,,,,4589,2170,2025-03-16,,,,,,Q1(小),,2025-03
688788,科思科技,1460,,,,,,3553,2093,2025-03-16,,,,,,Q1(小),,2025-03
688225,亚信安全,2727,,,,,,4820,2093,2025-03-16,,,,,,Q1(小),,2025-03
002054,德美化工,2594,,,,,,4534,1940,2025-03-16,,,,,,Q1(小),,2025-03
688088,虹软科技,915,,,,,,2840,1925,2025-03-16,,,,,,Q1(小),,2025-03
688766,普冉股份,1422,,,,,,3312,1890,2025-03-16,,,,,,Q1(小),,2025-03
000793,*ST华闻,77,,,,,,1961,1884,2025-03-16,,,,,,Q1(小),,2025-03
300813,泰林生物,1868,,,,,,3748,1880,2025-03-16,,,,,,Q1(小),,2025-03
601518,吉林高速,3099,,,,,,4840,1741,2025-03-16,,,,,,Q1(小),,2025-03
301053,远信工业,68,,,,,,5035,4967,2025-03-17,3.1430635838150423,22.218208092485558,4.407514450867045,-4.552023121387272,-12.680635838150279,Q4(大),,2025-03
603458,勘设股份,72,,,,,,4895,4823,2025-03-17,-0.13850415512464131,-4.570637119113563,-12.326869806094166,-16.20498614958449,-10.38781163434902,Q4(大),,2025-03
688056,莱伯泰科,567,,,,,,5351,4784,2025-03-17,-1.4588100686498628,-4.7482837528604165,-11.927917620137297,-7.465675057208232,4.6910755148741545,Q4(大),,2025-03
301312,智立方,144,,,,,,4909,4765,2025-03-17,0.3886513797123792,-2.1570151574038188,-11.717839098328797,-14.904780411970464,-24.212980956082408,Q4(大),,2025-03
688331,荣昌生物,678,,,,,,5330,4652,2025-03-17,0.8393285371702586,10.34172661870505,9.892086330935236,22.45203836930456,43.07553956834531,Q4(大),,2025-03
688392,骄成超声,576,,,,,,5214,4638,2025-03-17,3.794452952186478,-2.7735239067551376,-12.846690488344404,-11.51948272928366,-19.65288412455334,Q4(大),,2025-03
301322,绿通科技,160,,,,,,4708,4548,2025-03-17,0.14534883720931369,-0.43604651162791885,-8.793604651162779,-2.6889534883720922,-12.10029069767441,Q4(大),,2025-03
688507,索辰科技,138,,,,,,4620,4482,2025-03-17,-4.544519843717865,-0.5654945506888831,-6.837343203783652,-15.381451778737409,-17.098498869010893,Q4(大),,2025-03
002789,*ST建艺,85,,,,,,4543,4458,2025-03-17,9.963099630996286,16.236162361623595,15.129151291512887,-11.439114391143935,-1.3530135301353163,Q4(大),,2025-03
300692,中赋科技,159,,,,,,4577,4418,2025-03-17,-2.1374045801526687,-0.916030534351131,4.732824427480908,-3.053435114503833,-9.160305343511455,Q4(大),,2025-03
603139,康惠股份,102,,,,,,4501,4399,2025-03-17,9.994155464640574,12.799532437171246,8.182349503214503,9.760374050263021,9.58503798947985,Q4(大),,2025-03
000820,*ST节能,77,,,,,,4465,4388,2025-03-17,-2.8301886792452935,-4.402515723270439,0.6289308176100628,-19.496855345911957,-25.15723270440252,Q4(大),,2025-03
300784,利安科技,707,,,,,,4849,4142,2025-03-17,-0.6625727213962485,-2.424046541693603,-8.015513897866832,-11.926308985132517,-21.07304460245636,Q3,,2025-03
300385,雪浪环境,920,,,,,,5024,4104,2025-03-17,-2.6565464895635604,-3.6053130929791233,-9.867172675521818,-13.662239089184059,-11.95445920303605,Q3,,2025-03
002289,*ST宇顺,1110,,,,,,5206,4096,2025-03-17,4.910714285714279,10.49107142857142,5.133928571428559,6.696428571428559,28.57142857142856,Q3,,2025-03
603843,*ST正平,431,,,,,,4516,4085,2025-03-17,-1.412429378531077,7.627118644067776,12.994350282485879,1.9774011299434902,-2.5423728813559365,Q3,,2025-03
300920,润阳科技,677,,,,,,4752,4075,2025-03-17,0.6869479882237517,-1.7664376840039187,-9.322865554465153,-4.906771344455352,15.996074582924447,Q3,,2025-03
002988,豪美新材,60,,,,,,4116,4056,2025-03-17,-0.7836990595611271,-2.507836990595602,-3.2131661442006187,-6.2695924764890165,1.4890282131661436,Q3,,2025-03
688206,概伦电子,1188,,,,,,5236,4048,2025-03-17,-1.6822429906542036,12.149532710280365,12.476635514018696,7.8504672897196315,-2.8037383177569986,Q3,,2025-03
603879,永悦科技,1040,,,,,,5081,4041,2025-03-17,2.564102564102577,-5.594405594405605,-5.3613053613053685,-4.428904428904435,13.053613053613034,Q3,,2025-03
301086,鸿富瀚,156,,,,,,5072,4916,2025-03-18,-6.505771248688353,-10.720531654424637,-14.393144456103514,-16.57922350472193,-28.12172088142707,Q4(大),,2025-03
688722,同益中,252,,,,,,5129,4877,2025-03-18,-4.057017543859653,-0.21929824561404132,-7.346491228070173,-11.513157894736835,-7.620614035087714,Q4(大),,2025-03
688051,佳华科技,485,,,,,,5345,4860,2025-03-18,-4.052649809490827,-11.880845167994458,-18.046414963630063,-17.59612054035331,-26.809837201246978,Q4(大),,2025-03
603790,雅运股份,96,,,,,,4945,4849,2025-03-18,1.28639133378472,7.853757616790791,10.832769126608,7.7860528097494885,6.973595125253906,Q4(大),,2025-03
688251,井松智能,521,,,,,,5333,4812,2025-03-18,3.7433155080214053,1.9607843137255054,-6.550802139037437,-12.210338680926903,-20.231729055258473,Q4(大),,2025-03
001202,炬申股份,90,,,,,,4746,4656,2025-03-18,-2.427471876850218,9.236234458259318,19.65660153937239,-7.045589105979888,-7.400828892835998,Q4(大),,2025-03
603090,宏盛股份,76,,,,,,4665,4589,2025-03-18,-3.404067197170657,1.23784261715294,3.9787798408487784,-0.4420866489832087,3.890362511052148,Q4(大),,2025-03
300048,合康新能,105,,,,,,4596,4491,2025-03-18,-4.269293924466333,-8.210180623973729,-11.33004926108374,-8.866995073891626,-20.03284072249589,Q4(大),,2025-03
603266,天龙股份,57,,,,,,4446,4389,2025-03-18,0.7575757575757569,0.16233766233766378,-7.034632034632038,-7.954545454545436,6.331168831168821,Q4(大),,2025-03
301587,中瑞股份,606,,,,,,4981,4375,2025-03-18,-1.931818181818179,-5.64393939393939,-8.560606060606046,-10.719696969696956,-24.39393939393939,Q4(大),,2025-03
301502,华阳智能,185,,,,,,4548,4363,2025-03-18,-1.0793650793650689,-5.3121693121693125,-11.492063492063476,-15.407407407407414,-27.301587301587304,Q4(大),,2025-03
688225,亚信安全,484,,,,,,4847,4363,2025-03-18,-3.68120085775554,-7.326661901358111,-9.363831308077197,-16.118656182987856,-22.873481057898502,Q4(大),,2025-03
300943,春晖智控,517,,,,,,4877,4360,2025-03-18,,,,,,Q4(大),,2025-03
600538,国发股份,540,,,,,,4879,4339,2025-03-18,1.376936316695354,-3.614457831325313,-5.507745266781416,-4.647160068846812,-16.52323580034424,Q4(大),,2025-03
301075,多瑞医药,924,,,,,,5255,4331,2025-03-18,-1.6910420475319765,1.5539305301645268,-2.376599634369281,38.939670932358325,4.478976234003662,Q4(大),,2025-03
002715,登云股份,79,,,,,,4358,4279,2025-03-18,7.028942705256935,1.8310691080921204,-1.594802126402839,-1.594802126402839,-11.813349084465452,Q4(大),,2025-03
300141,和顺电气,589,,,,,,4731,4142,2025-03-18,-1.0330578512396604,-3.51239669421487,-7.541322314049593,-10.53719008264462,-19.111570247933884,Q3,,2025-03
301019,宁波色母,1055,,,,,,5150,4095,2025-03-18,-2.444570778851618,2.2740193291642896,7.845366685616817,-6.651506537805563,-15.690733371233645,Q3,,2025-03
601008,连云港,457,,,,,,4477,4020,2025-03-18,-2.770780856423194,-1.2594458438287326,-0.7556675062972529,-2.2670025188917142,64.23173803526446,Q3,,2025-03
688259,创耀科技,1144,,,,,,5119,3975,2025-03-18,19.99999999999997,2.7729257641921468,11.768558951965048,-1.5283842794759916,-16.703056768558945,Q3,,2025-03
300767,震安科技,290,,,,,,4651,4361,2025-03-19,-4.028021015761829,-9.281961471103328,-6.129597197898418,-5.604203152364273,-16.900175131348504,Q4(大),,2025-03
000571,新大洲A,212,,,,,,4569,4357,2025-03-19,3.0444964871194635,14.051522248243575,8.665105386416872,2.576112412177989,-1.1709601873536313,Q4(大),,2025-03
688206,概伦电子,592,,,,,,4914,4322,2025-03-19,4.347826086956519,4.652173913043467,2.7391304347825995,-3.347826086956529,3.652173913043466,Q4(大),,2025-03
688133,泰坦科技,1054,,,,,,5297,4243,2025-03-19,-2.321792260692468,-0.28513238289206155,-4.073319755600813,-4.236252545824859,1.507128309572292,Q4(大),,2025-03
002039,黔源电力,193,,,,,,4435,4242,2025-03-19,0.4399748585795171,-0.3142677561282059,8.296668761785075,-1.8227529855436742,-3.2683846637334923,Q4(大),,2025-03
300500,启迪设计,449,,,,,,4648,4199,2025-03-19,-4.519774011299427,-10.008071025020183,-7.9903147699757815,-11.864406779661019,-18.07909604519773,Q3,,2025-03
300453,三鑫医疗,816,,,,,,4990,4174,2025-03-19,5.8449809402795205,-2.414231257941557,0.7623888182973104,3.684879288437104,-0.6353240152477735,Q3,,2025-03
301528,多浦乐,766,,,,,,4916,4150,2025-03-19,-2.266468968438873,-5.126032620207576,-5.18957847913577,-5.231942385087896,-12.58208006778223,Q3,,2025-03
688556,高测股份,385,,,,,,4528,4143,2025-03-19,-2.857142857142825,-8.571428571428552,-5.378151260504193,-10.420168067226875,-27.142857142857125,Q3,,2025-03
688737,中自科技,976,,,,,,5082,4106,2025-03-19,-1.2317518248175285,-9.580291970802923,-12.591240875912412,-13.82299270072993,-23.22080291970804,Q3,,2025-03
603008,喜临门,439,,,,,,4491,4052,2025-03-19,-2.6245313336904275,-6.588109266202469,-7.820032137118382,-7.123727905731125,-13.176218532404938,Q3,,2025-03
002980,华盛昌,56,,,,,,4078,4022,2025-03-19,-3.141534391534395,-9.523809523809511,-7.473544973544966,-9.689153439153431,-19.84126984126984,Q3,,2025-03
688586,江航装备,1001,,,,,,5016,4015,2025-03-19,3.66972477064218,-0.3058103975535409,0.6116207951070152,-0.7135575942915473,-0.8154943934760794,Q3,,2025-03
600691,潞化科技,628,,,,,,4520,3892,2025-03-19,-0.44642857142858094,-4.017857142857151,0.8928571428571175,-7.142857142857151,-14.285714285714302,Q3,,2025-03
688151,华强科技,1022,,,,,,4889,3867,2025-03-19,-0.10101010101010166,-9.74747474747476,-8.838383838383823,-9.090909090909104,-15.606060606060602,Q3,,2025-03
688793,倍轻松,1433,,,,,,5240,3807,2025-03-19,-1.9801980198020042,-2.882935352358773,-7.97903319743739,-1.3977868375072866,-21.578334304018632,Q2,,2025-03
688062,迈威生物-U,1406,,,,,,5151,3745,2025-03-19,-0.052966101694906786,-9.375,-7.99788135593219,19.703389830508478,6.25,Q2,,2025-03
688068,热景生物,964,,,,,,4665,3701,2025-03-19,1.5277777777777724,4.282407407407396,-1.6087962962962998,28.587962962962955,33.229166666666664,Q2,,2025-03
600243,*ST海华,32,,,,,,3723,3691,2025-03-19,10.060975609756095,8.841463414634143,-7.317073170731703,-18.59756097560975,-20.42682926829268,Q2,,2025-03
688090,瑞松科技,1626,,,,,,5243,3617,2025-03-19,-3.4457206372730753,-9.559095961467213,-24.342349018154874,-26.93590218599482,-32.80844757317525,Q2,,2025-03
001316,润贝航科,81,,,,,,5129,5048,2025-03-20,-2.2955523672883893,-8.177905308464851,-7.230989956958411,-8.177905308464851,-2.754662840746047,Q4(大),,2025-03
002868,*ST绿康,96,,,,,,5111,5015,2025-03-20,-4.0650406504065035,-8.88501742160278,-7.20092915214865,-5.284552845528456,-19.512195121951216,Q4(大),,2025-03
688025,杰普特,584,,,,,,5237,4653,2025-03-20,-3.5298270384751196,0.38828097423226904,4.606424285210031,-8.50688316272501,-21.779032827391454,Q4(大),,2025-03
600876,凯盛新能,82,,,,,,4628,4546,2025-03-20,4.729729729729737,6.660231660231664,-2.7027027027026973,-7.142857142857151,-13.996138996138985,Q4(大),,2025-03
605055,迎丰股份,359,,,,,,4892,4533,2025-03-20,3.690685413005279,-4.217926186291743,-2.108963093145866,-3.8664323374341114,-6.1511423550087985,Q4(大),,2025-03
603312,西典新能,571,,,,,,5083,4512,2025-03-20,-1.538862806468444,-3.547209181012012,-4.121022430881604,1.9822639540949538,-1.538862806468444,Q4(大),,2025-03
300721,怡达股份,525,,,,,,5027,4502,2025-03-20,9.50000000000002,37.71428571428572,28.928571428571438,3.4285714285714253,32.714285714285694,Q4(大),,2025-03
300587,天铁科技,464,,,,,,4794,4330,2025-03-20,-1.039501039501045,-1.6632016632016633,-2.7027027027027195,4.7817047817047875,1.2474012474012364,Q4(大),,2025-03
600716,凤凰股份,76,,,,,,4385,4309,2025-03-20,-5.645161290322576,-11.290322580645162,-11.290322580645162,-9.677419354838712,-9.677419354838712,Q4(大),,2025-03
688667,菱电电控,1045,,,,,,5232,4187,2025-03-20,1.0831721470019318,-3.017408123791099,-4.642166344294008,-2.9013539651837394,-16.266924564796913,Q3,,2025-03
000608,*ST阳光,93,,,,,,4262,4169,2025-03-20,-4.680851063829783,-22.55319148936169,-25.106382978723396,-28.08510638297873,-39.148936170212764,Q3,,2025-03
300878,维康药业,830,,,,,,4947,4117,2025-03-20,12.087227414330215,8.161993769470378,5.482866043613699,10.280373831775691,-7.78816199376946,Q3,,2025-03
688779,五矿新能,680,,,,,,4720,4040,2025-03-20,-0.760456273764254,-0.760456273764254,-1.1406844106463754,-4.182509505703413,-11.596958174904938,Q3,,2025-03
605003,众望布艺,1157,,,,,,5181,4024,2025-03-20,-3.2619775739041734,-5.708460754332323,-1.6309887869520923,-3.4658511722732044,-6.472986748216103,Q3,,2025-03
002442,龙星科技,74,,,,,,4064,3990,2025-03-20,-2.6745913818722267,4.309063893016352,-1.188707280832102,-6.537890044576522,-10.846953937592874,Q3,,2025-03
600117,西宁特钢,512,,,,,,4472,3960,2025-03-20,1.2765957446808418,5.531914893617018,-0.42553191489362874,-3.82978723404257,-12.340425531914889,Q3,,2025-03
003038,鑫铂股份,612,,,,,,4563,3951,2025-03-20,-4.513888888888884,-8.072916666666686,-0.8246527777777679,-8.420138888888884,-23.046875,Q3,,2025-03
600097,开创国际,41,,,,,,3981,3940,2025-03-20,10.037523452157604,-3.470919324577859,-9.005628517823649,-8.724202626641642,-10.600375234521586,Q3,,2025-03
002696,百洋股份,204,,,,,,4121,3917,2025-03-20,4.013961605584648,-7.678883071553222,-4.537521815008727,-8.202443280977311,-12.390924956369986,Q3,,2025-03
688173,希荻微,1366,,,,,,5269,3903,2025-03-20,2.948207171314743,-2.6294820717131517,-1.5936254980079778,-0.07968127490041166,2.1513944223107595,Q3,,2025-03
603685,晨丰科技,473,,,,,,4977,4504,2025-03-21,-7.55685986793837,-3.301540719002216,-10.564930300807063,-20.029347028613355,-14.60014673514307,Q4(大),,2025-03
920639,晨光电缆,381,,,,,,4833,4452,2025-03-21,29.916567342073886,54.707985697258636,16.924910607866515,-16.68653158522051,14.421930870083411,Q4(大),,2025-03
603062,麦加芯彩,687,,,,,,4950,4263,2025-03-21,2.226960435915659,8.031272210376695,13.622364368633043,19.331911869225294,13.290689410092394,Q4(大),,2025-03
603216,梦天家居,673,,,,,,4827,4154,2025-03-21,-4.656669297553284,-5.840568271507496,-8.60299921073403,-16.73243883188634,-7.813733228097874,Q3,,2025-03
301468,博盈特焊,839,,,,,,4959,4120,2025-03-21,1.0442773600668254,7.017543859649122,-4.427736006683391,-18.379281537176283,-11.319966583124486,Q3,,2025-03
301105,鸿铭股份,465,,,,,,4543,4078,2025-03-21,0.5479452054794498,-1.3698630136986356,-7.397260273972606,-22.52054794520547,-15.397260273972602,Q3,,2025-03
688118,普元信息,1171,,,,,,5195,4024,2025-03-21,0.7894736842105177,-3.533834586466167,-7.293233082706784,-19.887218045112796,-8.834586466165417,Q3,,2025-03
301519,舜禹股份,638,,,,,,4638,4000,2025-03-21,-1.0423905489923557,2.5712300208478034,-4.308547602501733,-24.113968033356493,-13.898540653231418,Q3,,2025-03
688178,万德斯,1373,,,,,,5308,3935,2025-03-21,,,,,,Q3,,2025-03
001212,中旗新材,503,,,,,,4392,3889,2025-03-21,-6.5591397849462325,-1.577060931899632,15.412186379928317,85.91397849462365,100.35842293906808,Q3,,2025-03
688038,中科通达,1268,,,,,,5129,3861,2025-03-21,,,,,,Q3,,2025-03
300583,赛托生物,1107,,,,,,4914,3807,2025-03-21,-6.052631578947388,-6.578947368421073,-5.63909774436091,-25.488721804511293,-24.8496240601504,Q2,,2025-03
601158,重庆水务,740,,,,,,4506,3766,2025-03-21,0.6185567010309034,0.8247422680412342,-0.412371134020606,-3.5051546391752675,-1.2371134020618624,Q2,,2025-03
301265,华新环保,1469,,,,,,5171,3702,2025-03-21,-4.222451081359413,-0.2059732234809486,-3.810504634397538,-20.288362512873327,-11.431513903192592,Q2,,2025-03
600605,汇通能源,785,,,,,,4441,3656,2025-03-21,-5.931321540062462,-5.671175858480759,-5.124869927159226,-19.979188345473464,-11.139462435937597,Q2,,2025-03
301289,国缆检测,539,,,,,,4046,3507,2025-03-21,4.622408217614615,11.470420391858461,5.2311204108807186,-23.720753281339178,-12.763933802548987,Q2,,2025-03
688793,倍轻松,1136,,,,,,4642,3506,2025-03-21,-7.10306406685236,-11.977715877437323,-11.030640668523672,-27.298050139275766,-24.651810584958213,Q2,,2025-03
601098,中南传媒,683,,,,,,4167,3484,2025-03-21,-0.6818181818181945,0.9090909090909038,2.651515151515138,8.333333333333325,9.24242424242423,Q2,,2025-03
603337,杰克科技,1529,,,,,,5009,3480,2025-03-21,0.6033661479835084,2.1594156875198722,2.381708478882194,-14.639568116862478,-8.764687202286414,Q2,,2025-03
301331,恩威医药,155,,,,,,3604,3449,2025-03-21,-7.3586917881265705,-10.415926057589765,-11.589050835407033,-17.454674724493422,-5.11908993956629,Q2,,2025-03
300592,华凯易佰,1597,,,,,,4099,2502,2025-03-22,,,,,,Q1(小),,2025-03
688323,瑞华泰,2559,,,,,,4629,2070,2025-03-22,,,,,,Q1(小),,2025-03
002909,集泰股份,1912,,,,,,3966,2054,2025-03-22,,,,,,Q1(小),,2025-03
688155,先惠技术,2143,,,,,,4182,2039,2025-03-22,,,,,,Q1(小),,2025-03
603203,快克智能,2020,,,,,,4045,2025,2025-03-22,,,,,,Q1(小),,2025-03
301302,华如科技,1712,,,,,,3609,1897,2025-03-22,,,,,,Q1(小),,2025-03
688561,奇安信-U,1426,,,,,,3139,1713,2025-03-22,,,,,,Q1(小),,2025-03
002233,塔牌集团,1678,,,,,,3297,1619,2025-03-22,,,,,,Q1(小),,2025-03
301313,凡拓数创,2272,,,,,,3885,1613,2025-03-22,,,,,,Q1(小),,2025-03
001283,豪鹏科技,2790,,,,,,4371,1581,2025-03-22,,,,,,Q1(小),,2025-03
600882,妙可蓝多,809,,,,,,2258,1449,2025-03-22,,,,,,Q1(小),,2025-03
002419,天虹股份,2036,,,,,,3467,1431,2025-03-22,,,,,,Q1(小),,2025-03
920974,凯大催化,159,,,,,,1552,1393,2025-03-22,,,,,,Q1(小),,2025-03
601607,上海医药,868,,,,,,2248,1380,2025-03-22,,,,,,Q1(小),,2025-03
002270,华明装备,2257,,,,,,3621,1364,2025-03-22,,,,,,Q1(小),,2025-03
600526,菲达环保,1589,,,,,,2916,1327,2025-03-22,,,,,,Q1(小),,2025-03
000546,金圆股份,1000,,,,,,2316,1316,2025-03-22,,,,,,Q1(小),,2025-03
600354,敦煌种业,1680,,,,,,2973,1293,2025-03-22,,,,,,Q1(小),,2025-03
601699,潞安环能,476,,,,,,1754,1278,2025-03-22,,,,,,Q1(小),,2025-03
000636,风华高科,1360,,,,,,2599,1239,2025-03-22,,,,,,Q1(小),,2025-03
688401,路维光电,307,,,,,,4895,4588,2025-03-23,,,,,,Q4(大),,2025-03
688392,骄成超声,945,,,,,,5056,4111,2025-03-23,,,,,,Q3,,2025-03
688296,和达科技,1103,,,,,,5165,4062,2025-03-23,,,,,,Q3,,2025-03
300407,凯发电气,723,,,,,,4205,3482,2025-03-23,,,,,,Q2,,2025-03
300175,ST朗源,62,,,,,,3185,3123,2025-03-23,,,,,,Q2,,2025-03
002978,安宁股份,868,,,,,,3284,2416,2025-03-23,,,,,,Q1(小),,2025-03
688627,精智达,2790,,,,,,5155,2365,2025-03-23,,,,,,Q1(小),,2025-03
002777,久远银海,356,,,,,,2573,2217,2025-03-23,,,,,,Q1(小),,2025-03
301128,强瑞技术,1419,,,,,,3418,1999,2025-03-23,,,,,,Q1(小),,2025-03
300205,*ST天喻,2456,,,,,,4393,1937,2025-03-23,,,,,,Q1(小),,2025-03
300998,宁波方正,2382,,,,,,4198,1816,2025-03-23,,,,,,Q1(小),,2025-03
603718,海利生物,2280,,,,,,4073,1793,2025-03-23,,,,,,Q1(小),,2025-03
300990,同飞股份,1241,,,,,,3019,1778,2025-03-23,,,,,,Q1(小),,2025-03
688039,当虹科技,3033,,,,,,4754,1721,2025-03-23,,,,,,Q1(小),,2025-03
002898,*ST赛隆,1215,,,,,,2859,1644,2025-03-23,,,,,,Q1(小),,2025-03
002700,万憬能源,253,,,,,,1893,1640,2025-03-23,,,,,,Q1(小),,2025-03
301085,亚康股份,1422,,,,,,3029,1607,2025-03-23,,,,,,Q1(小),,2025-03
688599,天合光能,623,,,,,,2198,1575,2025-03-23,,,,,,Q1(小),,2025-03
003011,海象新材,2376,,,,,,3923,1547,2025-03-23,,,,,,Q1(小),,2025-03
300757,罗博特科,519,,,,,,2044,1525,2025-03-23,,,,,,Q1(小),,2025-03
301025,读客文化,30,,,,,,4952,4922,2025-03-24,-2.6508226691042025,-8.59232175502742,-2.376599634369281,-15.630712979890315,-4.0219378427788,Q4(大),,2025-03
300702,天宇股份,163,,,,,,4915,4752,2025-03-24,1.5992003998001048,2.0989505247376083,-3.4482758620689724,-9.495252373813102,0.7496251874063109,Q4(大),,2025-03
601999,出版传媒,622,,,,,,4906,4284,2025-03-24,-8.504398826979465,-7.917888563049846,-9.384164222873903,-16.129032258064512,-6.011730205278587,Q4(大),,2025-03
603999,读者传媒,29,,,,,,4285,4256,2025-03-24,-0.14513788098695635,-3.483309143686497,3.9187227866473107,-14.658925979680703,-9.579100145137886,Q4(大),,2025-03
920634,新威凌,354,,,,,,4606,4252,2025-03-24,10.832274459974567,-6.099110546378672,-12.706480304955548,-26.365946632782734,-6.956797966963169,Q4(大),,2025-03
920132,泰鹏智能,1029,,,,,,5154,4125,2025-03-24,1.9058963668850293,-0.29779630732580387,-7.206670637284085,-18.522930315664077,29.958308516974384,Q3,,2025-03
688353,华盛锂电,1241,,,,,,5306,4065,2025-03-24,0.995024875621886,1.175938489371342,-0.45228403437357345,-15.784712799638168,-4.884667571234724,Q3,,2025-03
601388,怡球资源,224,,,,,,4039,3815,2025-03-24,-1.8939393939394034,-2.2727272727272707,-8.712121212121215,-13.257575757575758,-3.409090909090917,Q2,,2025-03
002667,威领股份,56,,,,,,3860,3804,2025-03-24,1.980198019801982,0.5400540054005365,1.5301530153015275,3.5103510351035094,24.752475247524774,Q2,,2025-03
003039,顺控发展,45,,,,,,3827,3782,2025-03-24,-0.910364145658249,1.4705882352941124,-3.711484593837533,-9.943977591036413,-5.81232492997199,Q2,,2025-03
688133,泰坦科技,1475,,,,,,5252,3777,2025-03-24,-4.370915032679735,-1.4705882352941124,-5.800653594771243,-16.25816993464051,6.250000000000022,Q2,,2025-03
003030,祖名股份,441,,,,,,4200,3759,2025-03-24,-0.9877977919814263,-2.5566531086577804,-6.972690296339357,21.441022661243416,16.502033701336405,Q2,,2025-03
300788,中信出版,207,,,,,,3900,3693,2025-03-24,-2.132632193981887,-5.287759275489323,-7.975460122699374,-20.5667543090856,-12.67893660531696,Q2,,2025-03
301052,果麦文化,923,,,,,,4607,3684,2025-03-24,-2.642276422764245,-5.657181571815717,17.920054200542033,14.60027100271002,16.361788617886177,Q2,,2025-03
002652,扬子新材,761,,,,,,4444,3683,2025-03-24,-1.4760147601476037,0.3690036900369176,-2.9520295202952074,-14.022140221402212,2.58302583025829,Q2,,2025-03
300972,万辰集团,555,,,,,,4177,3622,2025-03-24,1.9949840401276564,5.791153670770632,2.7473780209758214,14.68308253533972,48.757409940720486,Q2,,2025-03
688073,毕得医药,1680,,,,,,5294,3614,2025-03-24,-1.8214607754734269,-2.6149684400360917,-11.055004508566292,-30.279531109107328,-28.07935076645628,Q2,,2025-03
688410,山外山,1047,,,,,,4631,3584,2025-03-24,-2.4935511607910743,3.009458297506429,-3.439380911435952,-10.49011177987962,12.037833190025783,Q2,,2025-03
920000,安徽凤凰,1328,,,,,,4898,3570,2025-03-24,1.371473354231978,-3.0172413793103536,-9.835423197492176,-31.230407523510983,-11.833855799373039,Q2,,2025-03
603520,司太立,764,,,,,,4329,3565,2025-03-24,0.23148148148148806,3.125,-2.662037037037035,-6.25,-3.703703703703698,Q2,,2025-03
605566,福莱蒽特,387,,,,,,5273,4886,2025-03-25,-2.8970512157268535,-6.259699948266939,-6.104500775995881,-15.261251939989663,-6.880496637351263,Q4(大),,2025-03
688669,聚石化学,417,,,,,,5290,4873,2025-03-25,-6.62824207492797,-14.98559077809798,-9.510086455331423,-22.305475504322768,-9.682997118155622,Q4(大),,2025-03
300871,回盛生物,107,,,,,,4936,4829,2025-03-25,20.027434842249647,71.46776406035667,85.1851851851852,91.01508916323733,52.331961591220846,Q4(大),,2025-03
301286,侨源股份,375,,,,,,5170,4795,2025-03-25,-1.8163804491413527,-3.038309114927362,-2.212681638044911,-18.725231175693537,-17.107001321003956,Q4(大),,2025-03
688359,三孚新科,562,,,,,,5332,4770,2025-03-25,-2.083333333333337,-2.9000000000000026,-5.15000000000001,-25.333333333333343,-23.366666666666667,Q4(大),,2025-03
301092,争光股份,224,,,,,,4992,4768,2025-03-25,0.918484500574035,-3.0233448143895836,3.6739380022962065,7.079984691924968,9.22311519326444,Q4(大),,2025-03
301518,长华化学,474,,,,,,5141,4667,2025-03-25,3.8046564452016263,-0.8517887563884052,-1.987507098239627,7.382169222032942,11.47075525269734,Q4(大),,2025-03
300995,奇德新材,342,,,,,,4961,4619,2025-03-25,20.000000000000018,20.360824742268058,41.08247422680415,31.44329896907219,82.93814432989693,Q4(大),,2025-03
603585,苏利股份,70,,,,,,4668,4598,2025-03-25,3.455425017277114,2.4187975120939953,2.349689011748435,-1.6586040082930187,3.939184519695904,Q4(大),,2025-03
301292,海科新源,537,,,,,,4830,4293,2025-03-25,-1.3218770654329193,-6.212822207534707,-6.212822207534707,-18.902842035690693,-10.575016523463333,Q4(大),,2025-03
603938,三孚股份,857,,,,,,5102,4245,2025-03-25,0.25423728813558366,16.01694915254235,19.99999999999997,12.033898305084744,21.01694915254233,Q4(大),,2025-03
605151,西上海,574,,,,,,4818,4244,2025-03-25,0.6829823562891413,-3.2441661923733767,-2.788844621513953,-14.96869664200342,-5.577689243027894,Q4(大),,2025-03
