lookback,buy_threshold,sell_threshold,min_deal_amount,n_positions,total_return,annual_return,max_drawdown,sharpe,index_return,index_annual,index_max_dd,excess_total,excess_annual,total_trades,wins,losses,win_rate,avg_return,avg_hold,avg_win,avg_loss,profit_factor
30,0.85,0.2,30000000.0,3,162.10682312115367,167.31215099769682,-17.586961994576257,2.752257928642529,14.67327530343101,14.994145826285887,-10.49157517012994,147.43354781772265,152.31800517141093,57,40,17,70.17543859649122,5.427108478984146,12.052631578947368,10.144869876962252,-5.673506575081991,1.7881128262930837
30,0.85,0.2,50000000.0,3,162.10682312115367,167.31215099769682,-17.586961994576257,2.752257928642529,14.67327530343101,14.994145826285887,-10.49157517012994,147.43354781772265,152.31800517141093,57,40,17,70.17543859649122,5.427108478984146,12.052631578947368,10.144869876962252,-5.673506575081991,1.7881128262930837
30,0.85,0.25,10000000.0,2,187.50184488243212,193.76540409342184,-21.03858992115816,2.664868023413812,14.67327530343101,14.994145826285887,-10.49157517012994,172.8285695790011,178.77125826713595,46,33,13,71.73913043478261,4.915535955836338,9.956521739130435,8.570190788832749,-4.361664774077631,1.9648898374233958
30,0.85,0.25,30000000.0,2,187.50184488243212,193.76540409342184,-21.03858992115816,2.664868023413812,14.67327530343101,14.994145826285887,-10.49157517012994,172.8285695790011,178.77125826713595,46,33,13,71.73913043478261,4.915535955836338,9.956521739130435,8.570190788832749,-4.361664774077631,1.9648898374233958
30,0.85,0.25,100000000.0,2,187.50184488243212,193.76540409342184,-21.03858992115816,2.664868023413812,14.67327530343101,14.994145826285887,-10.49157517012994,172.8285695790011,178.77125826713595,46,33,13,71.73913043478261,4.915535955836338,9.956521739130435,8.570190788832749,-4.361664774077631,1.9648898374233958
30,0.85,0.25,50000000.0,2,187.50184488243212,193.76540409342184,-21.03858992115816,2.664868023413812,14.67327530343101,14.994145826285887,-10.49157517012994,172.8285695790011,178.77125826713595,46,33,13,71.73913043478261,4.915535955836338,9.956521739130435,8.570190788832749,-4.361664774077631,1.9648898374233958
30,0.75,0.2,30000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.75,0.2,100000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.8,0.2,30000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.8,0.2,50000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.75,0.2,50000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.8,0.2,100000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.75,0.2,10000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.8,0.2,10000000.0,3,149.94514635004316,154.66190729760032,-17.586961994576257,2.6081361014154605,14.67327530343101,14.994145826285887,-10.49157517012994,135.27187104661215,139.66776147131444,56,40,16,71.42857142857143,5.25247927447408,12.267857142857142,10.144869876962252,-6.9784972317463545,1.4537327364423873
30,0.8,0.25,100000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
30,0.8,0.25,50000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
30,0.8,0.25,30000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
30,0.8,0.25,10000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
30,0.75,0.25,50000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
30,0.75,0.25,10000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
30,0.75,0.25,100000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
30,0.75,0.25,30000000.0,2,165.7635023930871,171.1180977644311,-21.03858992115816,2.455959987360721,14.67327530343101,14.994145826285887,-10.49157517012994,151.09022708965608,156.1239519381452,45,33,12,73.33333333333333,4.686851334153861,10.177777777777777,8.570190788832749,-5.992332166213084,1.430192878351196
25,0.65,0.2,10000000.0,3,153.5414550698261,158.4014081042557,-14.035411741412593,2.45036016781987,14.67327530343101,14.994145826285887,-10.49157517012994,138.8681797663951,143.4072622779698,70,45,24,64.28571428571429,4.147151017893409,9.942857142857143,9.381607294165693,-5.494656541038236,1.7074055901577796
30,0.9,0.25,10000000.0,2,150.24325951877583,154.97184873897308,-17.650016115908883,2.4478554842062836,14.67327530343101,14.994145826285887,-10.49157517012994,135.56998421534482,139.9777029126872,44,31,13,70.45454545454545,4.477592645453262,10.409090909090908,8.106594889806958,-4.1761819372363185,1.9411498377323277
30,0.9,0.25,50000000.0,2,150.24325951877583,154.97184873897308,-17.650016115908883,2.4478554842062836,14.67327530343101,14.994145826285887,-10.49157517012994,135.56998421534482,139.9777029126872,44,31,13,70.45454545454545,4.477592645453262,10.409090909090908,8.106594889806958,-4.1761819372363185,1.9411498377323277
30,0.9,0.25,30000000.0,2,150.24325951877583,154.97184873897308,-17.650016115908883,2.4478554842062836,14.67327530343101,14.994145826285887,-10.49157517012994,135.56998421534482,139.9777029126872,44,31,13,70.45454545454545,4.477592645453262,10.409090909090908,8.106594889806958,-4.1761819372363185,1.9411498377323277
30,0.9,0.25,100000000.0,2,150.24325951877583,154.97184873897308,-17.650016115908883,2.4478554842062836,14.67327530343101,14.994145826285887,-10.49157517012994,135.56998421534482,139.9777029126872,44,31,13,70.45454545454545,4.477592645453262,10.409090909090908,8.106594889806958,-4.1761819372363185,1.9411498377323277
40,0.9,0.25,30000000.0,1,202.58830347550415,209.50341499970486,-15.527950310558985,2.4283281281850972,14.67327530343101,14.994145826285887,-10.49157517012994,187.91502817207314,194.50926917341897,20,15,5,75.0,5.92536919631723,11.2,8.824955824963556,-2.7733906896217517,3.1820096093879746
40,0.9,0.25,100000000.0,1,202.58830347550415,209.50341499970486,-15.527950310558985,2.4283281281850972,14.67327530343101,14.994145826285887,-10.49157517012994,187.91502817207314,194.50926917341897,20,15,5,75.0,5.92536919631723,11.2,8.824955824963556,-2.7733906896217517,3.1820096093879746
40,0.9,0.25,50000000.0,1,202.58830347550415,209.50341499970486,-15.527950310558985,2.4283281281850972,14.67327530343101,14.994145826285887,-10.49157517012994,187.91502817207314,194.50926917341897,20,15,5,75.0,5.92536919631723,11.2,8.824955824963556,-2.7733906896217517,3.1820096093879746
40,0.9,0.25,10000000.0,1,202.58830347550415,209.50341499970486,-15.527950310558985,2.4283281281850972,14.67327530343101,14.994145826285887,-10.49157517012994,187.91502817207314,194.50926917341897,20,15,5,75.0,5.92536919631723,11.2,8.824955824963556,-2.7733906896217517,3.1820096093879746
40,0.85,0.25,100000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.75,0.25,10000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.8,0.25,100000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.75,0.25,30000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.75,0.25,10000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.7,0.25,30000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.75,0.25,50000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.7,0.25,50000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.7,0.25,100000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.8,0.25,30000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.75,0.25,100000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.8,0.25,50000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.85,0.25,30000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.7,0.25,10000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.85,0.25,50000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.8,0.25,10000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
40,0.85,0.25,10000000.0,1,180.16845088629222,186.12132891001266,-19.34584281305611,2.398095789478706,14.67327530343101,14.994145826285887,-10.49157517012994,165.4951755828612,171.12718308372678,19,14,5,73.68421052631578,5.804218561225519,11.789473684210526,8.648944120147029,-2.161013003754708,4.002263801800218
30,0.9,0.2,10000000.0,2,163.1835100725794,168.4326769702765,-25.223966375972793,2.3871041542458404,14.67327530343101,14.994145826285887,-10.49157517012994,148.51023476914838,153.43853114399062,40,28,12,70.0,5.140485008510281,11.45,9.78803079745025,-5.703788499016316,1.7160578094959709
30,0.9,0.2,50000000.0,2,163.1835100725794,168.4326769702765,-25.223966375972793,2.3871041542458404,14.67327530343101,14.994145826285887,-10.49157517012994,148.51023476914838,153.43853114399062,40,28,12,70.0,5.140485008510281,11.45,9.78803079745025,-5.703788499016316,1.7160578094959709
30,0.9,0.2,30000000.0,2,163.1835100725794,168.4326769702765,-25.223966375972793,2.3871041542458404,14.67327530343101,14.994145826285887,-10.49157517012994,148.51023476914838,153.43853114399062,40,28,12,70.0,5.140485008510281,11.45,9.78803079745025,-5.703788499016316,1.7160578094959709
30,0.9,0.2,100000000.0,2,163.1835100725794,168.4326769702765,-25.223966375972793,2.3871041542458404,14.67327530343101,14.994145826285887,-10.49157517012994,148.51023476914838,153.43853114399062,40,28,12,70.0,5.140485008510281,11.45,9.78803079745025,-5.703788499016316,1.7160578094959709
30,0.7,0.25,30000000.0,3,139.80740246108084,144.12647628726805,-29.90247810707343,2.385814586640111,14.67327530343101,14.994145826285887,-10.49157517012994,125.13412715764983,129.13233046098216,72,52,20,72.22222222222221,4.20468859790231,9.541666666666666,8.863219812929074,-7.907492561167276,1.120863503110361
30,0.7,0.25,100000000.0,3,139.80740246108084,144.12647628726805,-29.90247810707343,2.385814586640111,14.67327530343101,14.994145826285887,-10.49157517012994,125.13412715764983,129.13233046098216,72,52,20,72.22222222222221,4.20468859790231,9.541666666666666,8.863219812929074,-7.907492561167276,1.120863503110361
30,0.7,0.25,10000000.0,3,139.80740246108084,144.12647628726805,-29.90247810707343,2.385814586640111,14.67327530343101,14.994145826285887,-10.49157517012994,125.13412715764983,129.13233046098216,72,52,20,72.22222222222221,4.20468859790231,9.541666666666666,8.863219812929074,-7.907492561167276,1.120863503110361
30,0.7,0.25,50000000.0,3,139.80740246108084,144.12647628726805,-29.90247810707343,2.385814586640111,14.67327530343101,14.994145826285887,-10.49157517012994,125.13412715764983,129.13233046098216,72,52,20,72.22222222222221,4.20468859790231,9.541666666666666,8.863219812929074,-7.907492561167276,1.120863503110361
35,0.8,0.3,50000000.0,2,143.59850024980614,148.06524883999293,-17.043116680371636,2.346789700612908,14.67327530343101,14.994145826285887,-10.49157517012994,128.92522494637512,133.07110301370705,56,36,20,64.28571428571429,3.3445791046244113,8.107142857142858,8.13735234587511,-5.282412729626844,1.540461293423004
20,0.8,0.15,10000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.8,0.15,100000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.8,0.15,50000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.8,0.15,30000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.75,0.15,10000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.75,0.15,50000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.75,0.15,100000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.75,0.15,30000000.0,3,131.5327017128232,135.53389154728595,-16.166286796880257,2.2861478160007684,14.67327530343101,14.994145826285887,-10.49157517012994,116.8594264093922,120.53974572100006,62,40,22,64.51612903225806,4.295059137121929,11.32258064516129,9.348931260240374,-4.893799268547971,1.910362633858964
20,0.9,0.15,10000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
20,0.85,0.15,30000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
20,0.9,0.15,100000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
20,0.85,0.15,100000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
20,0.9,0.15,30000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
20,0.9,0.15,50000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
20,0.85,0.15,10000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
20,0.85,0.15,50000000.0,3,129.92210180707153,133.86213988665833,-16.166286796880257,2.2787588794652582,14.67327530343101,14.994145826285887,-10.49157517012994,115.24882650364052,118.86799406037244,62,40,22,64.51612903225806,4.245815150286986,11.32258064516129,9.176998501834673,-4.7199727616179,1.9442905638059245
30,0.75,0.1,10000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.8,0.1,30000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.75,0.1,50000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.8,0.1,10000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.8,0.1,50000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.8,0.1,100000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.75,0.1,100000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.75,0.1,30000000.0,3,128.3223333682605,132.20186751294113,-26.188323362790815,2.2732066677787346,14.67327530343101,14.994145826285887,-10.49157517012994,113.64905806482949,117.20772168665525,44,30,12,68.18181818181817,5.980424175414333,15.613636363636363,11.605059031637484,-7.084425602574488,1.6381086742473792
30,0.85,0.15,10000000.0,3,121.70279220477487,125.33451420138087,-16.212925412727632,2.272084504453235,14.67327530343101,14.994145826285887,-10.49157517012994,107.02951690134385,110.34036837509498,54,35,18,64.81481481481481,4.912548629667662,12.722222222222221,11.225063964274812,-7.088867374864699,1.583477778703549
30,0.85,0.15,100000000.0,3,121.70279220477487,125.33451420138087,-16.212925412727632,2.272084504453235,14.67327530343101,14.994145826285887,-10.49157517012994,107.02951690134385,110.34036837509498,54,35,18,64.81481481481481,4.912548629667662,12.722222222222221,11.225063964274812,-7.088867374864699,1.583477778703549
